id,prereqClass,textContent
 11 , 1 , princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection computer vision image feature representation  introduction computer vision  image fourier representation  optics image formation  camera calibration  linear filters  laplacian pyramid  image blending  wavelets  principal component analysis  independent components   object scene recognition  simple features boosting  face detection cascades  pattern descriptors  sift hog    classification  svm knn   lda  linear discriminant   perceptual inference  optical flow  motion analysis  tracking  structure motion   shape shading  odometry pose estimation  active shape appearance model  scene recognition  coherent scene interpretation  segmentation  mrf  mean shift  graphcut   review  review hierarchy
 12 , 0 , computer vision image feature representation  introduction computer vision  image fourier representation  optics image formation  camera calibration  linear filters  laplacian pyramid  image blending  wavelets  principal component analysis  independent components   object scene recognition  simple features boosting  face detection cascades  pattern descriptors  sift hog    classification  svm knn   lda  linear discriminant   perceptual inference  optical flow  motion analysis  tracking  structure motion   shape shading  odometry pose estimation  active shape appearance model  scene recognition  coherent scene interpretation  segmentation  mrf  mean shift  graphcut   review  review hierarchy princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection
 13 , 1 , princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection bug catching overview model checking quick introduction logic propositional logic davis putnam procedure  fast sat solvers binary decision diagrams  bdds  property specification using computation tree logic ctl  linear temporal logic  ltl  ltl tableaux construction ltl model checking explicit state model checking partial order reduction symbolic model checking detailed introduction model checker smv detailed introduction model checker spin abstract interpretation predicate abstraction abstract refinement detailed introduction model checker cbmc compositional model checking probabilistic model checking statistical model checking
 14 , 0 , bug catching overview model checking quick introduction logic propositional logic davis putnam procedure  fast sat solvers binary decision diagrams  bdds  property specification using computation tree logic ctl  linear temporal logic  ltl  ltl tableaux construction ltl model checking explicit state model checking partial order reduction symbolic model checking detailed introduction model checker smv detailed introduction model checker spin abstract interpretation predicate abstraction abstract refinement detailed introduction model checker cbmc compositional model checking probabilistic model checking statistical model checking princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection
 15 , 1 , princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection foundations cyber physical systems cyber physical systems  introduction differential equations   domains ode  fol  quiz choice   control hp  syntax  semantics  example safety   contracts dynamical systems   dynamic axioms did you prove you meant prove  truth   proof control loops   invariants invariants proofs  jan  events   delays proofs   arithmetic events delays  stefan  differential equations   differential invariants differential equations   proofs differential invariants  khalil  stuff dynamic logic   dynamical systems differential invariants   proof theory mid semester break ghosts   differential ghosts trains   proofs differential   temporal logic differential   temporal proofs differential ghosts  differential invariants virtual substitution   real equations virtual substitution   real arithmetic safety motion  real arithmetic hybrid systems   games winning strategies   regions game examples winning   proving hybrid games game proofs   separations game proofs logical theory   completeness logical foundations cps
 16 , 0 , foundations cyber physical systems cyber physical systems  introduction differential equations   domains ode  fol  quiz choice   control hp  syntax  semantics  example safety   contracts dynamical systems   dynamic axioms did you prove you meant prove  truth   proof control loops   invariants invariants proofs  jan  events   delays proofs   arithmetic events delays  stefan  differential equations   differential invariants differential equations   proofs differential invariants  khalil  stuff dynamic logic   dynamical systems differential invariants   proof theory mid semester break ghosts   differential ghosts trains   proofs differential   temporal logic differential   temporal proofs differential ghosts  differential invariants virtual substitution   real equations virtual substitution   real arithmetic safety motion  real arithmetic hybrid systems   games winning strategies   regions game examples winning   proving hybrid games game proofs   separations game proofs logical theory   completeness logical foundations cps princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection
 17 , 1 , princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection parallel sequential data structures algorithms overview sequencing genome algorithmic cost models divide conquer data abstraction sequences  data abstraction sequences  collect single threaded sequences sets tables randomized algorithms quicksort graphs  graph representations  graph search shortest weighted paths  shortest weighted paths  graph contraction graph contraction binary search trees treaps binary search trees treaps ordered sets augmented trees dynamic programming dynamic programming hash tables  priority queues leftist heaps  other parallel languages
 18 , 0 , parallel sequential data structures algorithms overview sequencing genome algorithmic cost models divide conquer data abstraction sequences  data abstraction sequences  collect single threaded sequences sets tables randomized algorithms quicksort graphs  graph representations  graph search shortest weighted paths  shortest weighted paths  graph contraction graph contraction binary search trees treaps binary search trees treaps ordered sets augmented trees dynamic programming dynamic programming hash tables  priority queues leftist heaps  other parallel languages princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection
 19 , 1 , princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection intro computer systems bits  bytes  ints  1 bits  bytes  ints  2 floating point machine prog  basics  recitation 2  datalab   bomblab machine prog  control machine prog  procedures machine prog  data  machine prog  advanced  memory hierarchy cache memories ecf  exceptions   processes ecf  signals   nonlocal jumps  linking system level o virtual memory  concepts virtual memory  systems dynamic memory allocation  basic dynamic memory allocation  advanced internetworking network programming  concurrent programming synchronization  basic  synchronization  advanced web services advanced special topic
 20 , 0 , intro computer systems bits  bytes  ints  1 bits  bytes  ints  2 floating point machine prog  basics  recitation 2  datalab   bomblab machine prog  control machine prog  procedures machine prog  data  machine prog  advanced  memory hierarchy cache memories ecf  exceptions   processes ecf  signals   nonlocal jumps  linking system level o virtual memory  concepts virtual memory  systems dynamic memory allocation  basic dynamic memory allocation  advanced internetworking network programming  concurrent programming synchronization  basic  synchronization  advanced web services advanced special topic princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection
 21 , 1 , princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection speech processing human speech computer speech     asr  signal processing     asr  template matching     asr  hmms     asr  acoustic modeling     asr  language modeling     asr  systems     asr  language modeling 2     tts  text analysis     tts  pronunciation     tts  prosody     tts  waveform     tts  waveform     tts  voice building     tts  evaluation     tts  signal processing     tts  talking heads singing     multilingual speech processing     spice     speech speech translation     mid semester    no     speech speech translation     spoken dialog systems  intro     spoken dialog systems  components     spoken dialog systems  voicexml     spoken dialog systems  beyond simple dialogs  olympus intro     spoken dialog systems  olympus     spoken dialog systems  deployment     spoken dialog systems  personal digital assistants     spoken dialog systems  evaluation     voice conversion     speaker id     voice conversion deidentification     computer aided language learning     present future speech problems
 22 , 0 , speech processing human speech computer speech     asr  signal processing     asr  template matching     asr  hmms     asr  acoustic modeling     asr  language modeling     asr  systems     asr  language modeling 2     tts  text analysis     tts  pronunciation     tts  prosody     tts  waveform     tts  waveform     tts  voice building     tts  evaluation     tts  signal processing     tts  talking heads singing     multilingual speech processing     spice     speech speech translation     mid semester    no     speech speech translation     spoken dialog systems  intro     spoken dialog systems  components     spoken dialog systems  voicexml     spoken dialog systems  beyond simple dialogs  olympus intro     spoken dialog systems  olympus     spoken dialog systems  deployment     spoken dialog systems  personal digital assistants     spoken dialog systems  evaluation     voice conversion     speaker id     voice conversion deidentification     computer aided language learning     present future speech problems princiles imperative computation ints while       loops arrays         recitationg   integers linear        search        recitation   more                    c0          operators     reasoning   arrays       loops binary        search        sorting                asymptotic    complexity   recitation   c0           debugging     big         o          binary  search   debugging quicksort      recitation   unit         testing       big         o stacks                 queues         recitation   interfaces   struct pointers       testing       methodology   unbounded     arrays        recitation   amortized    analysis hash          tables        recitation   hashing interfaces     recitation   hashing      backtracking  search midterm       exam         sample        solution binary        search       trees          recitation   binary       search        trees priority      queues        recitation   priority     queues restoring     invariants    recitation   heaps                  heapsort memory           avl           trees         types                   c              tries          polymorphism   virtual       machines      search                  graphs spanning      trees union find garbage       collection
