id,prereqClass,textContent
 12 , 0 , calculus iii  multivariable calculus 	basic objects space  lines  planes  curves   quadric  surfaces  basic properties like arc length  surface area volume   quantities change position 3 space  like temperature population density  which can be described by functions several variables  study graphs  level sets  rates change  partial derivatives  extreme points  maxima minima  using lagrange multipliers taylor theorem   vector fields  quantities change both position space time  think storms move  radio signals make cell phones blood flows    theorems green  gauss  stokes calculus  one variable  continued 103 	integration by substitution  integration by parts  partial fractions  trigonometric substitution  improper integrals  convergence tests infinite series  alternating series  absolute convergence  power series  taylor series  complex numbers  first second order differential equations  volume  length surface area  	integration by substitution  integration by parts  partial fractions  trigonometric substitution  improper integral  convergence tests  series  mathematics   alternating series  absolute convergence  power series  taylor series  complex numbers  first order differential equation  differential equation  volume  length  area
 13 , 1 , calculus  one variable  continued 103 	integration by substitution  integration by parts  partial fractions  trigonometric substitution  improper integrals  convergence tests infinite series  alternating series  absolute convergence  power series  taylor series  complex numbers  first second order differential equations  volume  length surface area  	integration by substitution  integration by parts  partial fractions  trigonometric substitution  improper integral  convergence tests  series  mathematics   alternating series  absolute convergence  power series  taylor series  complex numbers  first order differential equation  differential equation  volume  length  area advanced multivariable calculus	vector calculus by j  marsden  tromba   first half course quickly reviews vectors  lines planes space standard algebraic tools like matrices  cross products  dot products determinants  notions limit  continuity differentiability are generalized vector valued functions rigorous definitions proofs  graphs level sets these functions extrema  maxima minima  using taylor theorem lagrange multipliers   integration 2  3 dimensional space well line surface integrals  arc length  surface area  volume integration theorems  gauss  green stokes  generalizing fundamental theorem calculus are focus second half course  curves  surfaces vector fields space  special attention problems  like those governed by maxwell celebrated equations  fundamental interest physics engineering  mathematics here was developed physics  course provides essential tools engineering  economics other sciences well
 14 , 0 , advanced multivariable calculus	vector calculus by j  marsden  tromba   first half course quickly reviews vectors  lines planes space standard algebraic tools like matrices  cross products  dot products determinants  notions limit  continuity differentiability are generalized vector valued functions rigorous definitions proofs  graphs level sets these functions extrema  maxima minima  using taylor theorem lagrange multipliers   integration 2  3 dimensional space well line surface integrals  arc length  surface area  volume integration theorems  gauss  green stokes  generalizing fundamental theorem calculus are focus second half course  curves  surfaces vector fields space  special attention problems  like those governed by maxwell celebrated equations  fundamental interest physics engineering  mathematics here was developed physics  course provides essential tools engineering  economics other sciences well calculus  one variable  continued 103 	integration by substitution  integration by parts  partial fractions  trigonometric substitution  improper integrals  convergence tests infinite series  alternating series  absolute convergence  power series  taylor series  complex numbers  first second order differential equations  volume  length surface area  	integration by substitution  integration by parts  partial fractions  trigonometric substitution  improper integral  convergence tests  series  mathematics   alternating series  absolute convergence  power series  taylor series  complex numbers  first order differential equation  differential equation  volume  length  area
 15 , 1 , calculus  one variable  continued 103 	integration by substitution  integration by parts  partial fractions  trigonometric substitution  improper integrals  convergence tests infinite series  alternating series  absolute convergence  power series  taylor series  complex numbers  first second order differential equations  volume  length surface area  	integration by substitution  integration by parts  partial fractions  trigonometric substitution  improper integral  convergence tests  series  mathematics   alternating series  absolute convergence  power series  taylor series  complex numbers  first order differential equation  differential equation  volume  length  area analysis single variable	principles mathematical analysis by walter rudin   rigorous ε δ treatment limits  convergence  uniform convergence sequences series  continuity  uniform continuity  differentiability functions  heine borel theorem  rieman integral  conditions integrability function term by term differentiation integration series functions  taylor theorem
 16 , 0 , analysis single variable	principles mathematical analysis by walter rudin   rigorous ε δ treatment limits  convergence  uniform convergence sequences series  continuity  uniform continuity  differentiability functions  heine borel theorem  rieman integral  conditions integrability function term by term differentiation integration series functions  taylor theorem calculus  one variable  continued 103 	integration by substitution  integration by parts  partial fractions  trigonometric substitution  improper integrals  convergence tests infinite series  alternating series  absolute convergence  power series  taylor series  complex numbers  first second order differential equations  volume  length surface area  	integration by substitution  integration by parts  partial fractions  trigonometric substitution  improper integral  convergence tests  series  mathematics   alternating series  absolute convergence  power series  taylor series  complex numbers  first order differential equation  differential equation  volume  length  area
 17 , 1 , numbers  equations  proofs	divisibility primes  congruences modular arithmetic  quadratic residues quadratic reciprocity  binary quadratic forms  diophantine equations  prime number estimates dirichlet series  algebraic numbers honors linear algebra	a rigorous introduction linear algebra matrices  emphasis proofs rather than applications   topics include vector spaces  linear transformations  inner product spaces  determinants  eigenvalues  cayley hamilton theorem  jordan form  linear systems differential equations  spectral theorem normal transformations  bilinear quadratic forms
 18 , 0 , honors linear algebra	a rigorous introduction linear algebra matrices  emphasis proofs rather than applications   topics include vector spaces  linear transformations  inner product spaces  determinants  eigenvalues  cayley hamilton theorem  jordan form  linear systems differential equations  spectral theorem normal transformations  bilinear quadratic forms numbers  equations  proofs	divisibility primes  congruences modular arithmetic  quadratic residues quadratic reciprocity  binary quadratic forms  diophantine equations  prime number estimates dirichlet series  algebraic numbers
 19 , 1 , analysis single variable	principles mathematical analysis by walter rudin   rigorous ε δ treatment limits  convergence  uniform convergence sequences series  continuity  uniform continuity  differentiability functions  heine borel theorem  rieman integral  conditions integrability function term by term differentiation integration series functions  taylor theorem honors linear algebra	a rigorous introduction linear algebra matrices  emphasis proofs rather than applications   topics include vector spaces  linear transformations  inner product spaces  determinants  eigenvalues  cayley hamilton theorem  jordan form  linear systems differential equations  spectral theorem normal transformations  bilinear quadratic forms
 20 , 0 , honors linear algebra	a rigorous introduction linear algebra matrices  emphasis proofs rather than applications   topics include vector spaces  linear transformations  inner product spaces  determinants  eigenvalues  cayley hamilton theorem  jordan form  linear systems differential equations  spectral theorem normal transformations  bilinear quadratic forms analysis single variable	principles mathematical analysis by walter rudin   rigorous ε δ treatment limits  convergence  uniform convergence sequences series  continuity  uniform continuity  differentiability functions  heine borel theorem  rieman integral  conditions integrability function term by term differentiation integration series functions  taylor theorem
 21 , 1 , analysis single variable	principles mathematical analysis by walter rudin   rigorous ε δ treatment limits  convergence  uniform convergence sequences series  continuity  uniform continuity  differentiability functions  heine borel theorem  rieman integral  conditions integrability function term by term differentiation integration series functions  taylor theorem analysis several variables	metric spaces  completeness  compactness  total derivatives  partial derivatives  inverse function theorem  implicit function theorem  riemann integrals several variables  fubini theorem  change variables theorem  theorems green  gauss  stokes
 22 , 0 , analysis several variables	metric spaces  completeness  compactness  total derivatives  partial derivatives  inverse function theorem  implicit function theorem  riemann integrals several variables  fubini theorem  change variables theorem  theorems green  gauss  stokes analysis single variable	principles mathematical analysis by walter rudin   rigorous ε δ treatment limits  convergence  uniform convergence sequences series  continuity  uniform continuity  differentiability functions  heine borel theorem  rieman integral  conditions integrability function term by term differentiation integration series functions  taylor theorem
 23 , 1 , honors linear algebra	a rigorous introduction linear algebra matrices  emphasis proofs rather than applications   topics include vector spaces  linear transformations  inner product spaces  determinants  eigenvalues  cayley hamilton theorem  jordan form  linear systems differential equations  spectral theorem normal transformations  bilinear quadratic forms analysis several variables	metric spaces  completeness  compactness  total derivatives  partial derivatives  inverse function theorem  implicit function theorem  riemann integrals several variables  fubini theorem  change variables theorem  theorems green  gauss  stokes
 24 , 0 , analysis several variables	metric spaces  completeness  compactness  total derivatives  partial derivatives  inverse function theorem  implicit function theorem  riemann integrals several variables  fubini theorem  change variables theorem  theorems green  gauss  stokes honors linear algebra	a rigorous introduction linear algebra matrices  emphasis proofs rather than applications   topics include vector spaces  linear transformations  inner product spaces  determinants  eigenvalues  cayley hamilton theorem  jordan form  linear systems differential equations  spectral theorem normal transformations  bilinear quadratic forms
 25 , 1 , introduction linear algebra	matrices  linear transformations real n space  linear independence dimension  bases coordinates  determinants  orthogonal projections  least squares  eigenvalues eigenvectors applications quadratic forms  dynamical systems differential equations  complex eigenvalues eigenvectors are also covered 2 by 2 3 by 3 cases introduction graph theory	connectivity  matching  graph coloring  planarity  four color theorem  extremal problems  network flows  related algorithms
 26 , 0 , introduction graph theory	connectivity  matching  graph coloring  planarity  four color theorem  extremal problems  network flows  related algorithms introduction linear algebra	matrices  linear transformations real n space  linear independence dimension  bases coordinates  determinants  orthogonal projections  least squares  eigenvalues eigenvectors applications quadratic forms  dynamical systems differential equations  complex eigenvalues eigenvectors are also covered 2 by 2 3 by 3 cases
 27 , 1 , advanced linear algebra applications	linear algebra  ideas applications by richard c  penney   these topics include  linear systems equations  linear independence dimension  linear transforms  determinants  real complex eigenvalues eigenvectors  orthogonality  spectral theorem  singular value decomposition jordan forms introduction graph theory	connectivity  matching  graph coloring  planarity  four color theorem  extremal problems  network flows  related algorithms
 28 , 0 , introduction graph theory	connectivity  matching  graph coloring  planarity  four color theorem  extremal problems  network flows  related algorithms advanced linear algebra applications	linear algebra  ideas applications by richard c  penney   these topics include  linear systems equations  linear independence dimension  linear transforms  determinants  real complex eigenvalues eigenvectors  orthogonality  spectral theorem  singular value decomposition jordan forms
 29 , 1 , honors linear algebra	a rigorous introduction linear algebra matrices  emphasis proofs rather than applications   topics include vector spaces  linear transformations  inner product spaces  determinants  eigenvalues  cayley hamilton theorem  jordan form  linear systems differential equations  spectral theorem normal transformations  bilinear quadratic forms introduction graph theory	connectivity  matching  graph coloring  planarity  four color theorem  extremal problems  network flows  related algorithms
 30 , 0 , introduction graph theory	connectivity  matching  graph coloring  planarity  four color theorem  extremal problems  network flows  related algorithms honors linear algebra	a rigorous introduction linear algebra matrices  emphasis proofs rather than applications   topics include vector spaces  linear transformations  inner product spaces  determinants  eigenvalues  cayley hamilton theorem  jordan form  linear systems differential equations  spectral theorem normal transformations  bilinear quadratic forms
 31 , 1 , topics mathematical modeling mathematical neuroscience	physical sciences biology  including cognitive science neurobiology  model building strategies  analytical computational methods  manner which applications motivate mathematical developments combinatorial mathematics	the gems modern combinatorics  including ramsey theory  turan theorem extremal graph theory  probabilistic arguments  algebraic methods spectral techniques
 32 , 0 , combinatorial mathematics	the gems modern combinatorics  including ramsey theory  turan theorem extremal graph theory  probabilistic arguments  algebraic methods spectral techniques topics mathematical modeling mathematical neuroscience	physical sciences biology  including cognitive science neurobiology  model building strategies  analytical computational methods  manner which applications motivate mathematical developments
 33 , 1 , calculus iii  multivariable calculus 	basic objects space  lines  planes  curves   quadric  surfaces  basic properties like arc length  surface area volume   quantities change position 3 space  like temperature population density  which can be described by functions several variables  study graphs  level sets  rates change  partial derivatives  extreme points  maxima minima  using lagrange multipliers taylor theorem   vector fields  quantities change both position space time  think storms move  radio signals make cell phones blood flows    theorems green  gauss  stokes probability stochastic systems	random variables  expectation  independence  poisson processes  markov chains  brownian motion  stochastic models queues  population dynamics  reliability
 34 , 0 , probability stochastic systems	random variables  expectation  independence  poisson processes  markov chains  brownian motion  stochastic models queues  population dynamics  reliability calculus iii  multivariable calculus 	basic objects space  lines  planes  curves   quadric  surfaces  basic properties like arc length  surface area volume   quantities change position 3 space  like temperature population density  which can be described by functions several variables  study graphs  level sets  rates change  partial derivatives  extreme points  maxima minima  using lagrange multipliers taylor theorem   vector fields  quantities change both position space time  think storms move  radio signals make cell phones blood flows    theorems green  gauss  stokes
 35 , 1 , advanced linear algebra applications	linear algebra  ideas applications by richard c  penney   these topics include  linear systems equations  linear independence dimension  linear transforms  determinants  real complex eigenvalues eigenvectors  orthogonality  spectral theorem  singular value decomposition jordan forms introduction real analysis	introduction real analysis  lebesgue theory measure integration line n dimensional space  introduction fourier series
 36 , 0 , introduction real analysis	introduction real analysis  lebesgue theory measure integration line n dimensional space  introduction fourier series advanced linear algebra applications	linear algebra  ideas applications by richard c  penney   these topics include  linear systems equations  linear independence dimension  linear transforms  determinants  real complex eigenvalues eigenvectors  orthogonality  spectral theorem  singular value decomposition jordan forms
 37 , 1 , analysis several variables	metric spaces  completeness  compactness  total derivatives  partial derivatives  inverse function theorem  implicit function theorem  riemann integrals several variables  fubini theorem  change variables theorem  theorems green  gauss  stokes introduction real analysis	introduction real analysis  lebesgue theory measure integration line n dimensional space  introduction fourier series
 38 , 0 , introduction real analysis	introduction real analysis  lebesgue theory measure integration line n dimensional space  introduction fourier series analysis several variables	metric spaces  completeness  compactness  total derivatives  partial derivatives  inverse function theorem  implicit function theorem  riemann integrals several variables  fubini theorem  change variables theorem  theorems green  gauss  stokes
 39 , 1 , introduction linear algebra	matrices  linear transformations real n space  linear independence dimension  bases coordinates  determinants  orthogonal projections  least squares  eigenvalues eigenvectors applications quadratic forms  dynamical systems differential equations  complex eigenvalues eigenvectors are also covered 2 by 2 3 by 3 cases complex analysis applications	calculus functions one complex variable  power series expansions  residues  conformal mapping  although theory will be given adequate treatment  emphasis course use complex analysis tool solving problems
 40 , 0 , complex analysis applications	calculus functions one complex variable  power series expansions  residues  conformal mapping  although theory will be given adequate treatment  emphasis course use complex analysis tool solving problems introduction linear algebra	matrices  linear transformations real n space  linear independence dimension  bases coordinates  determinants  orthogonal projections  least squares  eigenvalues eigenvectors applications quadratic forms  dynamical systems differential equations  complex eigenvalues eigenvectors are also covered 2 by 2 3 by 3 cases
 41 , 1 , advanced linear algebra applications	linear algebra  ideas applications by richard c  penney   these topics include  linear systems equations  linear independence dimension  linear transforms  determinants  real complex eigenvalues eigenvectors  orthogonality  spectral theorem  singular value decomposition jordan forms complex analysis applications	calculus functions one complex variable  power series expansions  residues  conformal mapping  although theory will be given adequate treatment  emphasis course use complex analysis tool solving problems
 42 , 0 , complex analysis applications	calculus functions one complex variable  power series expansions  residues  conformal mapping  although theory will be given adequate treatment  emphasis course use complex analysis tool solving problems advanced linear algebra applications	linear algebra  ideas applications by richard c  penney   these topics include  linear systems equations  linear independence dimension  linear transforms  determinants  real complex eigenvalues eigenvectors  orthogonality  spectral theorem  singular value decomposition jordan forms
 43 , 1 , analysis several variables	metric spaces  completeness  compactness  total derivatives  partial derivatives  inverse function theorem  implicit function theorem  riemann integrals several variables  fubini theorem  change variables theorem  theorems green  gauss  stokes complex analysis applications	calculus functions one complex variable  power series expansions  residues  conformal mapping  although theory will be given adequate treatment  emphasis course use complex analysis tool solving problems
 44 , 0 , complex analysis applications	calculus functions one complex variable  power series expansions  residues  conformal mapping  although theory will be given adequate treatment  emphasis course use complex analysis tool solving problems analysis several variables	metric spaces  completeness  compactness  total derivatives  partial derivatives  inverse function theorem  implicit function theorem  riemann integrals several variables  fubini theorem  change variables theorem  theorems green  gauss  stokes
 45 , 1 , advanced linear algebra applications	linear algebra  ideas applications by richard c  penney   these topics include  linear systems equations  linear independence dimension  linear transforms  determinants  real complex eigenvalues eigenvectors  orthogonality  spectral theorem  singular value decomposition jordan forms introduction real analysis	introduction real analysis  lebesgue theory measure integration line n dimensional space  introduction fourier series
 46 , 0 , introduction real analysis	introduction real analysis  lebesgue theory measure integration line n dimensional space  introduction fourier series advanced linear algebra applications	linear algebra  ideas applications by richard c  penney   these topics include  linear systems equations  linear independence dimension  linear transforms  determinants  real complex eigenvalues eigenvectors  orthogonality  spectral theorem  singular value decomposition jordan forms
 47 , 1 , analysis several variables	metric spaces  completeness  compactness  total derivatives  partial derivatives  inverse function theorem  implicit function theorem  riemann integrals several variables  fubini theorem  change variables theorem  theorems green  gauss  stokes introduction real analysis	introduction real analysis  lebesgue theory measure integration line n dimensional space  introduction fourier series
 48 , 0 , introduction real analysis	introduction real analysis  lebesgue theory measure integration line n dimensional space  introduction fourier series analysis several variables	metric spaces  completeness  compactness  total derivatives  partial derivatives  inverse function theorem  implicit function theorem  riemann integrals several variables  fubini theorem  change variables theorem  theorems green  gauss  stokes
 49 , 1 , calculus iii  multivariable calculus 	basic objects space  lines  planes  curves   quadric  surfaces  basic properties like arc length  surface area volume   quantities change position 3 space  like temperature population density  which can be described by functions several variables  study graphs  level sets  rates change  partial derivatives  extreme points  maxima minima  using lagrange multipliers taylor theorem   vector fields  quantities change both position space time  think storms move  radio signals make cell phones blood flows    theorems green  gauss  stokes numerical methods	introduction numerical methods emphasis algorithms  applications computer implementation issues  solution nonlinear equations  numerical differentiation  integration  interpolation  direct iterative methods solving linear systems  numerical solutions differential equations  two point boundary value problems  topics approximation theory
 50 , 0 , numerical methods	introduction numerical methods emphasis algorithms  applications computer implementation issues  solution nonlinear equations  numerical differentiation  integration  interpolation  direct iterative methods solving linear systems  numerical solutions differential equations  two point boundary value problems  topics approximation theory calculus iii  multivariable calculus 	basic objects space  lines  planes  curves   quadric  surfaces  basic properties like arc length  surface area volume   quantities change position 3 space  like temperature population density  which can be described by functions several variables  study graphs  level sets  rates change  partial derivatives  extreme points  maxima minima  using lagrange multipliers taylor theorem   vector fields  quantities change both position space time  think storms move  radio signals make cell phones blood flows    theorems green  gauss  stokes
 51 , 1 , introduction linear algebra	matrices  linear transformations real n space  linear independence dimension  bases coordinates  determinants  orthogonal projections  least squares  eigenvalues eigenvectors applications quadratic forms  dynamical systems differential equations  complex eigenvalues eigenvectors are also covered 2 by 2 3 by 3 cases numerical methods	introduction numerical methods emphasis algorithms  applications computer implementation issues  solution nonlinear equations  numerical differentiation  integration  interpolation  direct iterative methods solving linear systems  numerical solutions differential equations  two point boundary value problems  topics approximation theory
 52 , 0 , numerical methods	introduction numerical methods emphasis algorithms  applications computer implementation issues  solution nonlinear equations  numerical differentiation  integration  interpolation  direct iterative methods solving linear systems  numerical solutions differential equations  two point boundary value problems  topics approximation theory introduction linear algebra	matrices  linear transformations real n space  linear independence dimension  bases coordinates  determinants  orthogonal projections  least squares  eigenvalues eigenvectors applications quadratic forms  dynamical systems differential equations  complex eigenvalues eigenvectors are also covered 2 by 2 3 by 3 cases
 53 , 1 , advanced multivariable calculus	vector calculus by j  marsden  tromba   first half course quickly reviews vectors  lines planes space standard algebraic tools like matrices  cross products  dot products determinants  notions limit  continuity differentiability are generalized vector valued functions rigorous definitions proofs  graphs level sets these functions extrema  maxima minima  using taylor theorem lagrange multipliers   integration 2  3 dimensional space well line surface integrals  arc length  surface area  volume integration theorems  gauss  green stokes  generalizing fundamental theorem calculus are focus second half course  curves  surfaces vector fields space  special attention problems  like those governed by maxwell celebrated equations  fundamental interest physics engineering  mathematics here was developed physics  course provides essential tools engineering  economics other sciences well numerical methods	introduction numerical methods emphasis algorithms  applications computer implementation issues  solution nonlinear equations  numerical differentiation  integration  interpolation  direct iterative methods solving linear systems  numerical solutions differential equations  two point boundary value problems  topics approximation theory
